	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU10878	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU10879							
OTU10880	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	
OTU10881	Eukaryota						
OTU10882	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU10883	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU10884	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU10885	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU10886	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales			
OTU10887	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	
OTU10888	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU10889	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
OTU10890	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	
OTU10891	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	
OTU10892	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	
OTU10893	Bacteria	Bacillota	Bacilli	Lactobacillales			
OTU10894	Bacteria	Bacillota	Bacilli	Lactobacillales			
OTU10895	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	
OTU10896	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	
OTU10897	Bacteria	Bacillota	Bacilli	Lactobacillales			
OTU10898	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	
OTU10899	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Sedimentibacteraceae	Sedimentibacter	
OTU10900	Eukaryota						
OTU10901	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	
OTU10902	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Parvimonas	
OTU10903	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7x	
OTU10904	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter	
OTU10905	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
OTU10906	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
OTU10907	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
OTU10908	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	
OTU10909	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
OTU10910	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	
OTU10911	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gnavus group	
OTU10912	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	
OTU10913	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	
OTU10914	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	
OTU10915	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Rhodoplanes	
OTU10916	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast			
OTU10917	Bacteria	Chloroflexota	KD4-96				
OTU10918	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rubellimicrobium	
OTU10919	Eukaryota						
OTU10920	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU10921	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
OTU10922	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
OTU10923	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU10924	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	
OTU10925	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	
OTU10926	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU10927	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	
OTU10928	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
OTU10929	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae		
OTU10930	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU10931	Bacteria						
OTU10932	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	
OTU10933	Eukaryota						
OTU10934	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae		
OTU10935	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
OTU10936	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU10937							
OTU10938	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	
OTU10939	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gnavus group	
OTU10940	Bacteria						
OTU10941	Eukaryota						
OTU10942	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU10943	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU10944	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2			
OTU10945	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Hassallia	
OTU10946	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	
OTU10947	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	
OTU10948	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	
OTU10949	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	
OTU10950	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
OTU10951	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
OTU10952	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae		
OTU10953	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU10954	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	
OTU10955	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU10956	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae		
OTU10957	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU10958	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU10959	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	
OTU10960	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU10961	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	
OTU10962	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU10963	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	
OTU10964	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU10965	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU10966	Eukaryota						
OTU10967	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU10968	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Aeromonadaceae		
OTU10969	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Aeromonadaceae		
OTU10970	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Pseudaeromonas	
OTU10971	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Aeromonadaceae		
OTU10972	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Aeromonadaceae		
OTU10973	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Aeromonadaceae		
OTU10974	Bacteria	Chloroflexota	Gitt-GS-136				
OTU10975	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU10976	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
OTU10977	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU10978	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU10979	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
OTU10980	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
OTU10981	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Pseudobacteroides	
OTU10982	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
OTU10983	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae		
OTU10984	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU10985	Bacteria	Patescibacteria	Parcubacteria	Candidatus Colwellbacteria			
OTU10986	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae		
OTU10987	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Tardiphaga	
OTU10988	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	
OTU10989	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
OTU10990	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
OTU10991	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
OTU10992	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
OTU10993	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
OTU10994	Bacteria						
OTU10995	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU10996	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU10997	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
OTU10998	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gnavus group	
OTU10999	Eukaryota						
OTU11000	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	
OTU11001	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
OTU11002	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
OTU11003	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
OTU11004	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae		
OTU11005	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	
OTU11006	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
OTU11007	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
OTU11008	Eukaryota						
OTU11009	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU11010	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU11011	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae		
OTU11012	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
OTU11013	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae		
OTU11014	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Anaerorhabdus	
OTU11015	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU11016	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
OTU11017	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae		
OTU11018	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	
OTU11019	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	
OTU11020	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	
OTU11021	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	
OTU11022	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	
OTU11023	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
OTU11024	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconobacter	
OTU11025	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	
OTU11026	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	massiliense
OTU11027	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU11028	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
OTU11029	Eukaryota						
OTU11030	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae		
OTU11031	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Sutterellaceae		
OTU11032	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	
OTU11033	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU11034	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
OTU11035	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Bosea	
OTU11036	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU11037	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU11038	Bacteria	Actinomycetota	MB-A2-108				
OTU11039	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	
OTU11040	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	
OTU11041	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	
OTU11042	Bacteria	Bacillota	Clostridia	Clostridia vadinBB60 group			
OTU11043	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	
OTU11044	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
OTU11045	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Desertimonas	
OTU11046	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	
OTU11047	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	
OTU11048	Eukaryota						
OTU11049	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	
OTU11050	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	
OTU11051	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	
OTU11052	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	
OTU11053	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	
OTU11054	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast			
OTU11055	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	
OTU11056	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gnavus group	
OTU11057	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU11058	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Anaeroglobus	
OTU11059	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus	
OTU11060	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU11061	Bacteria	Chloroflexota	KD4-96				
OTU11062	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
OTU11063	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrosocosmicus	
OTU11064	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	
OTU11065	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	
OTU11066	Bacteria	Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Nannocystis	
OTU11067	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU11068	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae		
OTU11069	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17		
OTU11070	Bacteria	Myxococcota	bacteriap25				
OTU11071	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
OTU11072	Bacteria	Acidobacteriota	Blastocatellia	DS-100			
OTU11073	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93		
OTU11074	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
OTU11075	Eukaryota						
OTU11076	Eukaryota						
OTU11077	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU11078	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	
OTU11079	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU11080	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b		
OTU11081	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae		
OTU11082	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU11083	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	
OTU11084	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae		
OTU11085	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU11086	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	
OTU11087	Bacteria	Chloroflexota	KD4-96				
OTU11088	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU11089	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
OTU11090	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU11091	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales			
OTU11092	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gnavus group	
OTU11093	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
OTU11094	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	
OTU11095	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Sandaracinomonas	
OTU11096	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Sandaracinomonas	
OTU11097	Eukaryota						
OTU11098	Bacteria						
OTU11099	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU11100	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
OTU11101	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
OTU11102	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU11103	Bacteria	Bacillota	Bacilli	Lactobacillales			
OTU11104	Bacteria						
OTU11105	Bacteria						
OTU11106	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU11107	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU11108	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU11109	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU11110							
OTU11111	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU11112	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	
OTU11113	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
OTU11114	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Pseudobacteroides	
OTU11115	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Pseudobacteroides	
OTU11116	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Pseudobacteroides	
OTU11117	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae		
OTU11118	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	Streptomyces	
OTU11119	Eukaryota						
OTU11120	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU11121	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	
OTU11122	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales			
OTU11123	Eukaryota						
OTU11124	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
OTU11125	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
OTU11126	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
OTU11127	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
OTU11128	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
OTU11129	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU11130	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	
OTU11131	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	
OTU11132	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gnavus group	
OTU11133	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
OTU11134	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
OTU11135	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast			
OTU11136	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
OTU11137	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU11138	Bacteria	Chloroflexota	Dehalococcoidia	SAR202 clade			
OTU11139	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
OTU11140	Bacteria	Pseudomonadota	Alphaproteobacteria	Holosporales	Holosporaceae		
OTU11141	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae		
OTU11142	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
OTU11143	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast			
OTU11144	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
OTU11145	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU11146	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	wb1-A12	
OTU11147	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU11148	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	UCG-004	
OTU11149	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	
OTU11150	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	
OTU11151	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
OTU11152	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
OTU11153	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU11154	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
OTU11155	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU11156	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	
OTU11157	Eukaryota						
OTU11158	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] eligens group	
OTU11159	Bacteria	Pseudomonadota	Alphaproteobacteria				
OTU11160	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	
OTU11161	Bacteria	Chloroflexota	KD4-96				
OTU11162	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
OTU11163	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	
OTU11164	Eukaryota						
OTU11165	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	
