	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU3559	k__Fungi						
OTU3560	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3561	k__Fungi						
OTU3562	k__Fungi						
OTU3563	k__Fungi						
OTU3564	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis			
OTU3565	k__Fungi						
OTU3566	k__Fungi						
OTU3567	k__Fungi	p__Ascomycota					
OTU3568	k__Fungi						
OTU3569	k__Fungi						
OTU3570	k__Fungi						
OTU3571	k__Fungi						
OTU3572	k__Fungi						
OTU3573	k__Fungi						
OTU3574	k__Fungi	p__Ascomycota					
OTU3575	k__Fungi	p__Ascomycota					
OTU3576	k__Fungi						
OTU3577	k__Fungi						
OTU3578	k__Fungi						
OTU3579	k__Fungi						
OTU3580	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3581	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3582	k__Fungi						
OTU3583	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3584	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3585	k__Fungi						
OTU3586	k__Fungi						
OTU3587	k__Fungi	p__Chytridiomycota					
OTU3588	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3589	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3590	k__Fungi						
OTU3591	k__Fungi						
OTU3592	k__Fungi						
OTU3593	k__Fungi						
OTU3594	k__Fungi	p__Ascomycota					
OTU3595	k__Fungi						
OTU3596	k__Fungi						
OTU3597	k__Fungi						
OTU3598	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3599	k__Fungi	p__Chytridiomycota					
OTU3600	k__Fungi						
OTU3601	k__Fungi						
OTU3602	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3603	k__Fungi						
OTU3604	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3605	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3606	k__Fungi						
OTU3607	k__Fungi						
OTU3608	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Graphidales	f__Gomphillaceae	g__Gomphillus	s__calycioides
OTU3609	k__Fungi						
OTU3610	k__Fungi						
OTU3611	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Parastagonospora	s__allouniseptata
OTU3612	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3613	k__Fungi						
OTU3614	k__Fungi	p__Ascomycota					
OTU3615	k__Fungi						
OTU3616	k__Fungi	p__Chytridiomycota					
OTU3617	k__Fungi	p__Chytridiomycota					
OTU3618	k__Fungi						
OTU3619	k__Fungi						
OTU3620	k__Fungi						
OTU3621	k__Fungi						
OTU3622	k__Fungi						
OTU3623	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3624	k__Fungi						
OTU3625	k__Fungi						
OTU3626	k__Fungi						
OTU3627	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3628	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3629	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3630	k__Fungi						
OTU3631	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3632	k__Fungi	p__Ascomycota					
OTU3633	k__Fungi						
OTU3634	k__Fungi						
OTU3635	k__Fungi						
OTU3636	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3637	k__Fungi						
OTU3638	k__Fungi						
OTU3639	k__Fungi	p__Chytridiomycota					
OTU3640	k__Fungi						
OTU3641	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Metschnikowiaceae	g__Metschnikowia	
OTU3642	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU3643	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3644	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3645	k__Fungi						
OTU3646	k__Fungi						
OTU3647	k__Fungi						
OTU3648	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3649	k__Fungi						
OTU3650	k__Fungi	p__Ascomycota					
OTU3651	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3652	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3653	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3654	k__Fungi						
OTU3655	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3656	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3657	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3658	k__Fungi						
OTU3659	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3660	k__Fungi	p__Ascomycota					
OTU3661	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3662	k__Fungi	p__Ascomycota					
OTU3663	k__Fungi						
OTU3664	k__Fungi						
OTU3665	k__Fungi						
OTU3666	k__Fungi						
OTU3667	k__Fungi						
OTU3668	k__Fungi						
OTU3669	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3670	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3671	k__Fungi	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	
OTU3672	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3673	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3674	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3675	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3676	k__Fungi	p__Ascomycota					
OTU3677	k__Fungi	p__Ascomycota					
OTU3678	k__Fungi						
OTU3679	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3680	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3681	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3682	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3683	k__Fungi						
OTU3684	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3685	k__Fungi						
OTU3686	k__Fungi						
OTU3687	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3688	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3689	k__Fungi						
OTU3690	k__Fungi	p__Ascomycota					
OTU3691	k__Fungi						
OTU3692	k__Fungi						
OTU3693	k__Fungi						
OTU3694	k__Fungi						
OTU3695	k__Fungi						
OTU3696	k__Fungi						
OTU3697	k__Fungi						
OTU3698	k__Fungi						
OTU3699	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3700	k__Fungi						
OTU3701	k__Fungi						
OTU3702	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3703	k__Fungi	p__Chytridiomycota					
OTU3704	k__Fungi						
OTU3705	k__Fungi						
OTU3706	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3707	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3708	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3709	k__Fungi						
OTU3710	k__Fungi						
OTU3711	k__Fungi						
OTU3712	k__Fungi						
OTU3713	k__Fungi						
OTU3714	k__Fungi						
OTU3715	k__Fungi						
OTU3716	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3717	k__Fungi						
OTU3718	k__Fungi						
OTU3719	k__Fungi						
OTU3720	k__Fungi						
OTU3721	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3722	k__Fungi						
OTU3723	k__Fungi						
OTU3724	k__Fungi						
OTU3725	k__Fungi	p__Ascomycota					
OTU3726	k__Fungi						
OTU3727	k__Fungi						
OTU3728	k__Fungi	p__Chytridiomycota					
OTU3729	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3730	k__Fungi						
OTU3731	k__Fungi						
OTU3732	k__Fungi						
OTU3733	k__Fungi						
OTU3734	k__Fungi						
OTU3735	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3736	k__Fungi	p__Ascomycota					
OTU3737	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Graphidales	f__Gomphillaceae	g__Gomphillus	s__calycioides
OTU3738	k__Fungi	p__Ascomycota					
OTU3739	k__Fungi						
OTU3740	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3741	k__Fungi	p__Ascomycota					
OTU3742	k__Fungi						
OTU3743	k__Fungi						
OTU3744	k__Fungi						
OTU3745	k__Fungi						
OTU3746	k__Fungi						
OTU3747	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3748	k__Fungi						
OTU3749	k__Fungi						
OTU3750	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3751	k__Fungi						
OTU3752	k__Fungi	p__Chytridiomycota					
OTU3753	k__Fungi						
OTU3754	k__Fungi						
OTU3755	k__Fungi						
OTU3756	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3757	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3758	k__Fungi						
OTU3759	k__Fungi	p__Ascomycota					
OTU3760	k__Fungi	p__Ascomycota					
OTU3761	k__Fungi	p__Chytridiomycota					
OTU3762	k__Fungi						
OTU3763	k__Fungi						
OTU3764	k__Fungi	p__Ascomycota					
OTU3765	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3766	k__Fungi						
OTU3767	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae		
OTU3768	k__Fungi						
OTU3769	k__Fungi						
OTU3770	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3771	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Graphidales	f__Gomphillaceae	g__Gomphillus	s__calycioides
OTU3772	k__Fungi	p__Chytridiomycota					
OTU3773	k__Fungi						
OTU3774	k__Fungi						
OTU3775	k__Fungi	p__Ascomycota					
OTU3776	k__Fungi	p__Chytridiomycota					
OTU3777	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3778	k__Fungi						
OTU3779	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3780	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3781	k__Fungi						
OTU3782	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3783	k__Fungi	p__Ascomycota					
OTU3784	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3785	k__Fungi						
OTU3786	k__Fungi						
OTU3787	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3788	k__Fungi	p__Ascomycota					
OTU3789	k__Fungi	p__Ascomycota					
OTU3790	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3791	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3792	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3793	k__Fungi						
OTU3794	k__Fungi						
OTU3795	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3796	k__Fungi	p__Ascomycota					
OTU3797	k__Fungi						
OTU3798	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3799	k__Fungi						
OTU3800	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3801	k__Fungi						
OTU3802	k__Fungi	p__Ascomycota					
OTU3803	k__Fungi						
OTU3804	k__Fungi	p__Ascomycota					
OTU3805	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3806	k__Fungi						
OTU3807	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3808	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3809	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__circinelloides
OTU3810	k__Fungi						
OTU3811	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3812	k__Fungi						
OTU3813	k__Fungi						
OTU3814	k__Fungi						
OTU3815	k__Fungi						
OTU3816	k__Fungi	p__Chytridiomycota					
OTU3817	k__Fungi						
OTU3818	k__Fungi						
OTU3819	k__Fungi	p__Ascomycota					
OTU3820	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3821	k__Fungi						
OTU3822	k__Fungi	p__Ascomycota					
OTU3823	k__Fungi	p__Chytridiomycota					
OTU3824	k__Fungi	p__Ascomycota					
OTU3825	k__Fungi						
OTU3826	k__Fungi						
OTU3827	k__Fungi						
OTU3828	k__Fungi	p__Ascomycota					
OTU3829	k__Fungi						
OTU3830	k__Fungi						
OTU3831	k__Fungi	p__Ascomycota					
OTU3832	k__Fungi						
OTU3833	k__Fungi	p__Ascomycota					
OTU3834	k__Fungi	p__Ascomycota					
OTU3835	k__Fungi						
OTU3836	k__Fungi						
OTU3837	k__Fungi	p__Ascomycota					
OTU3838	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3839	k__Fungi						
OTU3840	k__Fungi						
OTU3841	k__Fungi						
OTU3842	k__Fungi						
OTU3843	k__Fungi						
OTU3844	k__Fungi						
OTU3845	k__Fungi						
OTU3846	k__Fungi						
OTU3847	k__Fungi						
OTU3848	k__Fungi						
OTU3849	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3850	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3851	k__Fungi	p__Ascomycota					
OTU3852	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3853	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3854	k__Fungi						
OTU3855	k__Fungi						
OTU3856	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae		
OTU3857	k__Fungi	p__Ascomycota					
OTU3858	k__Fungi						
OTU3859	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3860	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3861	k__Fungi						
OTU3862	k__Fungi						
OTU3863	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3864	k__Fungi	p__Ascomycota					
OTU3865	k__Fungi						
OTU3866	k__Fungi						
OTU3867	k__Fungi						
OTU3868	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3869	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3870	k__Fungi						
OTU3871	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3872	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3873	k__Fungi	p__Chytridiomycota					
OTU3874	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3875	k__Fungi						
OTU3876	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3877	k__Fungi						
OTU3878	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3879	k__Fungi	p__Chytridiomycota					
OTU3880	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3881	k__Fungi						
OTU3882	k__Fungi						
OTU3883	k__Fungi	p__Ascomycota					
OTU3884	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3885	k__Fungi	p__Ascomycota					
OTU3886	k__Fungi						
OTU3887	k__Fungi	p__Chytridiomycota					
OTU3888	k__Fungi						
OTU3889	k__Fungi	p__Basidiomycota	c__Wallemiomycetes	o__Wallemiales	f__Wallemiaceae	g__Wallemia	s__sebi
OTU3890	k__Fungi						
OTU3891	k__Fungi	p__Chytridiomycota					
OTU3892	k__Fungi						
OTU3893	k__Fungi	p__Chytridiomycota					
OTU3894	k__Fungi	p__Ascomycota					
OTU3895	k__Fungi	p__Ascomycota					
OTU3896	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3897	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3898	k__Fungi	p__Ascomycota					
OTU3899	k__Fungi						
OTU3900	k__Fungi						
OTU3901	k__Fungi	p__Ascomycota					
OTU3902	k__Fungi						
OTU3903	k__Fungi						
OTU3904	k__Fungi	p__Ascomycota					
OTU3905	k__Fungi	p__Ascomycota					
OTU3906	k__Fungi	p__Ascomycota					
OTU3907	k__Fungi	p__Ascomycota					
OTU3908	k__Fungi	p__Ascomycota					
OTU3909	k__Fungi	p__Ascomycota					
OTU3910	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3911	k__Fungi	p__Chytridiomycota					
OTU3912	k__Fungi						
OTU3913	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3914	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3915	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3916	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Graphidales	f__Gomphillaceae	g__Gomphillus	s__calycioides
OTU3917	k__Fungi						
OTU3918	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3919	k__Fungi	p__Chytridiomycota					
OTU3920	k__Fungi						
OTU3921	k__Fungi						
OTU3922	k__Fungi						
OTU3923	k__Fungi						
OTU3924	k__Fungi						
OTU3925	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3926	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3927	k__Fungi	p__Ascomycota					
OTU3928	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3929	k__Fungi	p__Ascomycota					
OTU3930	k__Fungi						
OTU3931	k__Fungi						
OTU3932	k__Fungi						
OTU3933	k__Fungi	p__Chytridiomycota					
OTU3934	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3935	k__Fungi	p__Ascomycota					
OTU3936	k__Fungi						
OTU3937	k__Fungi	p__Chytridiomycota					
OTU3938	k__Fungi	p__Chytridiomycota					
OTU3939	k__Fungi						
OTU3940	k__Fungi						
OTU3941	k__Fungi						
OTU3942	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3943	k__Fungi						
OTU3944	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3945	k__Fungi	p__Ascomycota					
OTU3946	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3947	k__Fungi						
OTU3948	k__Fungi	p__Ascomycota					
OTU3949	k__Fungi						
OTU3950	k__Fungi	p__Ascomycota					
OTU3951	k__Fungi						
OTU3952	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3953	k__Fungi						
OTU3954	k__Fungi	p__Ascomycota					
OTU3955	k__Fungi	p__Ascomycota					
OTU3956	k__Fungi	p__Ascomycota					
OTU3957	k__Fungi						
OTU3958	k__Fungi	p__Ascomycota					
OTU3959	k__Fungi						
OTU3960	k__Fungi	p__Ascomycota					
OTU3961	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3962	k__Fungi						
OTU3963	k__Fungi						
OTU3964	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3965	k__Fungi						
OTU3966	k__Fungi						
OTU3967	k__Fungi	p__Ascomycota					
OTU3968	k__Fungi						
OTU3969	k__Fungi						
OTU3970	k__Fungi						
OTU3971	k__Fungi	p__Ascomycota					
OTU3972	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3973	k__Fungi	p__Chytridiomycota					
OTU3974	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3975	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3976	k__Fungi						
OTU3977	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3978	k__Fungi						
OTU3979	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3980	k__Fungi						
OTU3981	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3982	k__Fungi						
OTU3983	k__Fungi						
OTU3984	k__Fungi	p__Ascomycota					
OTU3985	k__Fungi						
OTU3986	k__Fungi						
OTU3987	k__Fungi						
OTU3988	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3989	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3990	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3991	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3992	k__Fungi						
OTU3993	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3994	k__Fungi	p__Chytridiomycota					
OTU3995	k__Fungi						
OTU3996	k__Fungi	p__Ascomycota					
OTU3997	k__Fungi						
OTU3998	k__Fungi						
OTU3999	k__Fungi						
OTU4000	k__Fungi	p__Ascomycota					
OTU4001	k__Fungi	p__Chytridiomycota					
OTU4002	k__Fungi	p__Ascomycota					
OTU4003	k__Fungi	p__Ascomycota					
OTU4004	k__Fungi						
OTU4005	k__Fungi						
OTU4006	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU4007	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4008	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU4009	k__Fungi	p__Ascomycota					
OTU4010	k__Fungi	p__Ascomycota					
OTU4011	k__Fungi						
OTU4012	k__Fungi						
OTU4013	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU4014	k__Fungi						
OTU4015	k__Fungi						
OTU4016	k__Fungi						
OTU4017	k__Fungi						
OTU4018	k__Fungi						
OTU4019	k__Fungi						
OTU4020	k__Fungi						
OTU4021	k__Fungi						
OTU4022	k__Fungi	p__Ascomycota					
OTU4023	k__Fungi						
OTU4024	k__Fungi	p__Ascomycota					
OTU4025	k__Fungi						
OTU4026	k__Fungi	p__Ascomycota					
OTU4027	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU4028	k__Fungi	p__Ascomycota					
OTU4029	k__Fungi	p__Ascomycota					
OTU4030	k__Fungi						
OTU4031	k__Fungi	p__Ascomycota					
OTU4032	k__Fungi						
OTU4033	k__Fungi						
OTU4034	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU4035	k__Fungi						
OTU4036	k__Fungi						
OTU4037	k__Fungi						
OTU4038	k__Fungi						
OTU4039	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4040	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4041	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4042	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4043	k__Fungi						
OTU4044	k__Fungi						
OTU4045	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4046	k__Fungi	p__Ascomycota					
OTU4047	k__Fungi						
OTU4048	k__Fungi	p__Ascomycota					
OTU4049	k__Fungi						
OTU4050	k__Fungi						
OTU4051	k__Fungi						
OTU4052	k__Fungi						
OTU4053	k__Fungi						
OTU4054	k__Fungi						
OTU4055	k__Fungi						
OTU4056	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU4057	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU4058	k__Fungi						
OTU4059	k__Fungi						
OTU4060	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4061	k__Fungi	p__Ascomycota					
OTU4062	k__Fungi						
OTU4063	k__Fungi						
OTU4064	k__Fungi						
OTU4065	k__Fungi						
