	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU4910	k__Fungi	p__Ascomycota					
OTU4911	k__Fungi	p__Ascomycota					
OTU4912	k__Fungi						
OTU4913	k__Fungi						
OTU4914	k__Fungi						
OTU4915	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4916	k__Fungi	p__Ascomycota					
OTU4917	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4918	k__Fungi						
OTU4919	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4920	k__Fungi						
OTU4921	k__Fungi	p__Chytridiomycota					
OTU4922	k__Fungi						
OTU4923	k__Fungi						
OTU4924	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4925	k__Fungi						
OTU4926	k__Fungi						
OTU4927	k__Fungi	p__Ascomycota					
OTU4928	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4929	k__Fungi	p__Ascomycota					
OTU4930	k__Fungi						
OTU4931	k__Fungi	p__Chytridiomycota					
OTU4932	k__Fungi						
OTU4933	k__Fungi	p__Chytridiomycota					
OTU4934	k__Fungi	p__Ascomycota					
OTU4935	k__Fungi						
OTU4936	k__Fungi						
OTU4937	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4938	k__Fungi						
OTU4939	k__Fungi						
OTU4940	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU4941	k__Fungi	p__Ascomycota					
OTU4942	k__Fungi	p__Ascomycota					
OTU4943	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4944	k__Fungi						
OTU4945	k__Fungi						
OTU4946	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4947	k__Fungi						
OTU4948	k__Fungi	p__Ascomycota					
OTU4949	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4950	k__Fungi	p__Chytridiomycota					
OTU4951	k__Fungi						
OTU4952	k__Fungi	p__Ascomycota					
OTU4953	k__Fungi						
OTU4954	k__Fungi						
OTU4955	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4956	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU4957	k__Fungi						
OTU4958	k__Fungi	p__Ascomycota					
OTU4959	k__Fungi	p__Chytridiomycota					
OTU4960	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4961	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU4962	k__Fungi	p__Ascomycota					
OTU4963	k__Fungi						
OTU4964	k__Fungi						
OTU4965	k__Fungi	p__Ascomycota					
OTU4966	k__Fungi						
OTU4967	k__Fungi	p__Ascomycota					
OTU4968	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU4969	k__Fungi	p__Chytridiomycota					
OTU4970	k__Fungi	p__Ascomycota					
OTU4971	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4972	k__Fungi	p__Chytridiomycota					
OTU4973	k__Fungi						
OTU4974	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4975	k__Fungi						
OTU4976	k__Fungi	p__Ascomycota					
OTU4977	k__Fungi						
OTU4978	k__Fungi						
OTU4979	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4980	k__Fungi						
OTU4981	k__Fungi	p__Ascomycota					
OTU4982	k__Fungi	p__Chytridiomycota					
OTU4983	k__Fungi						
OTU4984	k__Fungi	p__Chytridiomycota					
OTU4985	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU4986	k__Fungi						
OTU4987	k__Fungi						
OTU4988	k__Fungi	p__Ascomycota					
OTU4989	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU4990	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4991	k__Fungi						
OTU4992	k__Fungi						
OTU4993	k__Fungi						
OTU4994	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU4995	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Microdochiaceae	g__Microdochium	s__seminicola
OTU4996	k__Fungi	p__Ascomycota					
OTU4997	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU4998	k__Fungi	p__Ascomycota					
OTU4999	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5000	k__Fungi	p__Ascomycota					
OTU5001	k__Fungi						
OTU5002	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5003	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5004	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5005	k__Fungi	p__Ascomycota					
OTU5006	k__Fungi						
OTU5007	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5008	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5009	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5010	k__Fungi						
OTU5011	k__Fungi						
OTU5012	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5013	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5014	k__Fungi						
OTU5015	k__Fungi						
OTU5016	k__Fungi						
OTU5017	k__Fungi						
OTU5018	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5019	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5020	k__Fungi						
OTU5021	k__Fungi						
OTU5022	k__Fungi						
OTU5023	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5024	k__Fungi						
OTU5025	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5026	k__Fungi	p__Chytridiomycota					
OTU5027	k__Fungi						
OTU5028	k__Fungi						
OTU5029	k__Fungi						
OTU5030	k__Fungi						
OTU5031	k__Fungi	p__Ascomycota					
OTU5032	k__Fungi	p__Ascomycota					
OTU5033	k__Fungi						
OTU5034	k__Fungi						
OTU5035	k__Fungi						
OTU5036	k__Fungi	p__Ascomycota					
OTU5037	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5038	k__Fungi						
OTU5039	k__Fungi	p__Ascomycota					
OTU5040	k__Fungi						
OTU5041	k__Fungi						
OTU5042	k__Fungi						
OTU5043	k__Fungi	p__Ascomycota					
OTU5044	k__Fungi	p__Ascomycota					
OTU5045	k__Fungi						
OTU5046	k__Fungi						
OTU5047	k__Fungi						
OTU5048	k__Fungi	p__Ascomycota					
OTU5049	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5050	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Graphidales	f__Gomphillaceae	g__Gomphillus	s__calycioides
OTU5051	k__Fungi	p__Ascomycota					
OTU5052	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5053	k__Fungi						
OTU5054	k__Fungi						
OTU5055	k__Fungi	p__Ascomycota					
OTU5056	k__Fungi						
OTU5057	k__Fungi	p__Chytridiomycota					
OTU5058	k__Fungi	p__Ascomycota					
OTU5059	k__Fungi						
OTU5060	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5061	k__Fungi	p__Ascomycota					
OTU5062	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5063	k__Fungi						
OTU5064	k__Fungi						
OTU5065	k__Fungi	p__Ascomycota					
OTU5066	k__Fungi						
OTU5067	k__Fungi	p__Chytridiomycota					
OTU5068	k__Fungi						
OTU5069	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5070	k__Fungi						
OTU5071	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5072	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5073	k__Fungi	p__Chytridiomycota					
OTU5074	k__Fungi	p__Ascomycota					
OTU5075	k__Fungi	p__Ascomycota					
OTU5076	k__Fungi						
OTU5077	k__Fungi						
OTU5078	k__Fungi	p__Ascomycota					
OTU5079	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5080	k__Fungi						
OTU5081	k__Fungi						
OTU5082	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5083	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5084	k__Fungi	p__Ascomycota					
OTU5085	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5086	k__Fungi						
OTU5087	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5088	k__Fungi	p__Ascomycota					
OTU5089	k__Fungi						
OTU5090	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5091	k__Fungi	p__Ascomycota					
OTU5092	k__Fungi	p__Chytridiomycota					
OTU5093	k__Fungi	p__Ascomycota					
OTU5094	k__Fungi						
OTU5095	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5096	k__Fungi						
OTU5097	k__Fungi	p__Chytridiomycota					
OTU5098	k__Fungi						
OTU5099	k__Fungi						
OTU5100	k__Fungi	p__Ascomycota					
OTU5101	k__Fungi	p__Ascomycota					
OTU5102	k__Fungi	p__Ascomycota					
OTU5103	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5104	k__Fungi	p__Chytridiomycota					
OTU5105	k__Fungi						
OTU5106	k__Fungi	p__Ascomycota					
OTU5107	k__Fungi						
OTU5108	k__Fungi						
OTU5109	k__Fungi						
OTU5110	k__Fungi						
OTU5111	k__Fungi	p__Chytridiomycota					
OTU5112	k__Fungi						
OTU5113	k__Fungi	p__Ascomycota					
OTU5114	k__Fungi	p__Chytridiomycota					
OTU5115	k__Fungi						
OTU5116	k__Fungi						
OTU5117	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5118	k__Fungi						
OTU5119	k__Fungi	p__Ascomycota					
OTU5120	k__Fungi						
OTU5121	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5122	k__Fungi						
OTU5123	k__Fungi	p__Chytridiomycota					
OTU5124	k__Fungi						
OTU5125	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Graphidales	f__Gomphillaceae	g__Gomphillus	s__calycioides
OTU5126	k__Fungi						
OTU5127	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5128	k__Fungi						
OTU5129	k__Fungi						
OTU5130	k__Fungi						
OTU5131	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5132	k__Fungi						
OTU5133	k__Fungi						
OTU5134	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5135	k__Fungi						
OTU5136	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Graphidales	f__Gomphillaceae	g__Gomphillus	s__calycioides
OTU5137	k__Fungi						
OTU5138	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5139	k__Fungi	p__Ascomycota					
OTU5140	k__Fungi						
OTU5141	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5142	k__Fungi						
OTU5143	k__Fungi	p__Ascomycota					
OTU5144	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5145	k__Fungi						
OTU5146	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5147	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales			
OTU5148	k__Fungi						
OTU5149	k__Fungi						
OTU5150	k__Fungi						
OTU5151	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Graphidales	f__Gomphillaceae	g__Gomphillus	s__calycioides
OTU5152	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5153	k__Fungi						
OTU5154	k__Fungi	p__Ascomycota					
OTU5155	k__Fungi						
OTU5156	k__Fungi	p__Ascomycota					
OTU5157	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5158	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5159	k__Fungi	p__Chytridiomycota					
OTU5160	k__Fungi						
OTU5161	k__Fungi	p__Ascomycota					
OTU5162	k__Fungi						
OTU5163	k__Fungi	p__Chytridiomycota					
OTU5164	k__Fungi	p__Ascomycota					
OTU5165	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5166	k__Fungi	p__Ascomycota					
OTU5167	k__Fungi	p__Chytridiomycota					
OTU5168	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5169	k__Fungi						
OTU5170	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5171	k__Fungi						
OTU5172	k__Fungi						
OTU5173	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Graphidales	f__Gomphillaceae	g__Gomphillus	s__calycioides
OTU5174	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5175	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5176	k__Fungi						
OTU5177	k__Fungi	p__Ascomycota					
OTU5178	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5179	k__Fungi	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	
OTU5180	k__Fungi						
OTU5181	k__Fungi						
OTU5182	k__Fungi	p__Ascomycota					
OTU5183	k__Fungi						
OTU5184	k__Fungi						
OTU5185	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5186	k__Fungi						
OTU5187	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5188	k__Fungi						
OTU5189	k__Fungi	p__Ascomycota					
OTU5190	k__Fungi						
OTU5191	k__Fungi						
OTU5192	k__Fungi	p__Ascomycota					
OTU5193	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5194	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5195	k__Fungi						
OTU5196	k__Fungi						
OTU5197	k__Fungi	p__Chytridiomycota					
OTU5198	k__Fungi						
OTU5199	k__Fungi						
OTU5200	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__circinelloides
OTU5201	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5202	k__Fungi						
OTU5203	k__Fungi						
OTU5204	k__Fungi						
OTU5205	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5206	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5207	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5208	k__Fungi						
OTU5209	k__Fungi	p__Ascomycota					
OTU5210	k__Fungi						
OTU5211	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5212	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5213	k__Fungi						
OTU5214	k__Fungi						
OTU5215	k__Fungi						
OTU5216	k__Fungi						
OTU5217	k__Fungi	p__Ascomycota					
OTU5218	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5219	k__Fungi						
OTU5220	k__Fungi						
OTU5221	k__Fungi	p__Ascomycota					
OTU5222	k__Fungi	p__Ascomycota					
OTU5223	k__Fungi	p__Ascomycota					
OTU5224	k__Fungi						
OTU5225	k__Fungi						
OTU5226	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5227	k__Fungi	p__Ascomycota					
OTU5228	k__Fungi						
OTU5229	k__Fungi						
OTU5230	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5231	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5232	k__Fungi						
OTU5233	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5234	k__Fungi	p__Ascomycota					
OTU5235	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5236	k__Fungi						
OTU5237	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5238	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5239	k__Fungi						
OTU5240	k__Fungi	p__Chytridiomycota					
OTU5241	k__Fungi	p__Ascomycota					
OTU5242	k__Fungi	p__Ascomycota					
OTU5243	k__Fungi	p__Ascomycota					
OTU5244	k__Fungi						
OTU5245	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5246	k__Fungi	p__Ascomycota					
OTU5247	k__Fungi	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	
OTU5248	k__Fungi						
OTU5249	k__Fungi	p__Ascomycota					
OTU5250	k__Fungi						
OTU5251	k__Fungi						
OTU5252	k__Fungi	p__Ascomycota					
OTU5253	k__Fungi						
OTU5254	k__Fungi						
OTU5255	k__Fungi	p__Ascomycota					
OTU5256	k__Fungi						
OTU5257	k__Fungi	p__Ascomycota					
OTU5258	k__Fungi						
OTU5259	k__Fungi	p__Chytridiomycota					
OTU5260	k__Fungi						
OTU5261	k__Fungi	p__Ascomycota					
OTU5262	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Cladosporiales	f__Cladosporiaceae	g__Cladosporium	s__herbarum
OTU5263	k__Fungi	p__Ascomycota					
OTU5264	k__Fungi						
OTU5265	k__Fungi						
OTU5266	k__Fungi						
OTU5267	k__Fungi	p__Ascomycota					
OTU5268	k__Fungi						
OTU5269	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5270	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5271	k__Fungi	p__Ascomycota					
OTU5272	k__Fungi						
OTU5273	k__Fungi						
OTU5274	k__Fungi						
OTU5275	k__Fungi	p__Ascomycota					
OTU5276	k__Fungi						
OTU5277	k__Fungi						
OTU5278	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5279	k__Fungi						
OTU5280	k__Fungi						
OTU5281	k__Fungi						
OTU5282	k__Fungi						
OTU5283	k__Fungi						
OTU5284	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Pyrenophora	s__biseptata
OTU5285	k__Fungi						
OTU5286	k__Fungi						
OTU5287	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5288	k__Fungi						
OTU5289	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5290	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5291	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5292	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU5293	k__Fungi						
OTU5294	k__Fungi						
OTU5295	k__Fungi						
OTU5296	k__Fungi						
OTU5297	k__Fungi						
OTU5298	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5299	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5300	k__Fungi	p__Chytridiomycota					
OTU5301	k__Fungi	p__Chytridiomycota					
OTU5302	k__Fungi						
OTU5303	k__Fungi	p__Chytridiomycota					
OTU5304	k__Fungi						
OTU5305	k__Fungi	p__Ascomycota					
OTU5306	k__Fungi						
OTU5307	k__Fungi						
OTU5308	k__Fungi	p__Ascomycota					
OTU5309	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5310	k__Fungi	p__Ascomycota					
OTU5311	k__Fungi						
OTU5312	k__Fungi						
OTU5313	k__Fungi						
OTU5314	k__Fungi	p__Chytridiomycota					
OTU5315	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Debaryomyces	s__hansenii
OTU5316	k__Fungi						
OTU5317	k__Fungi						
OTU5318	k__Fungi						
OTU5319	k__Fungi						
OTU5320	k__Fungi	p__Ascomycota					
OTU5321	k__Fungi	p__Chytridiomycota					
OTU5322	k__Fungi						
OTU5323	k__Fungi	p__Chytridiomycota					
OTU5324	k__Fungi	p__Ascomycota					
OTU5325	k__Fungi	p__Ascomycota					
OTU5326	k__Fungi	p__Ascomycota					
OTU5327	k__Fungi						
OTU5328	k__Fungi	p__Ascomycota					
OTU5329	k__Fungi						
OTU5330	k__Fungi	p__Ascomycota					
OTU5331	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5332	k__Fungi						
OTU5333	k__Fungi	p__Ascomycota					
OTU5334	k__Fungi						
OTU5335	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5336	k__Fungi	p__Ascomycota					
OTU5337	k__Fungi						
OTU5338	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5339	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5340	k__Fungi	p__Ascomycota					
OTU5341	k__Fungi	p__Ascomycota					
OTU5342	k__Fungi						
OTU5343	k__Fungi						
OTU5344	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5345	k__Fungi	p__Ascomycota					
OTU5346	k__Fungi						
OTU5347	k__Fungi						
OTU5348	k__Fungi						
OTU5349	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5350	k__Fungi						
OTU5351	k__Fungi						
OTU5352	k__Fungi	p__Ascomycota					
OTU5353	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5354	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5355	k__Fungi						
OTU5356	k__Fungi	p__Ascomycota					
OTU5357	k__Fungi						
OTU5358	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5359	k__Fungi	p__Chytridiomycota					
OTU5360	k__Fungi	p__Ascomycota					
OTU5361	k__Fungi						
OTU5362	k__Fungi	p__Ascomycota					
OTU5363	k__Fungi						
OTU5364	k__Fungi						
OTU5365	k__Fungi						
OTU5366	k__Fungi	p__Ascomycota					
OTU5367	k__Fungi						
OTU5368	k__Fungi						
OTU5369	k__Fungi	p__Ascomycota					
OTU5370	k__Fungi						
OTU5371	k__Fungi						
OTU5372	k__Fungi	p__Ascomycota					
OTU5373	k__Fungi						
OTU5374	k__Fungi						
OTU5375	k__Fungi						
OTU5376	k__Fungi						
OTU5377	k__Fungi						
OTU5378	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5379	k__Fungi						
OTU5380	k__Fungi						
OTU5381	k__Fungi						
OTU5382	k__Fungi						
OTU5383	k__Fungi						
OTU5384	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5385	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5386	k__Fungi						
OTU5387	k__Fungi	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	
OTU5388	k__Fungi						
OTU5389	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU5390	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Graphidales	f__Gomphillaceae	g__Gomphillus	s__calycioides
OTU5391	k__Fungi						
OTU5392	k__Fungi						
OTU5393	k__Fungi						
OTU5394	k__Fungi						
OTU5395	k__Fungi						
OTU5396	k__Fungi	p__Ascomycota					
OTU5397	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5398	k__Fungi						
OTU5399	k__Fungi						
OTU5400	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5401	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5402	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5403	k__Fungi	p__Ascomycota					
OTU5404	k__Fungi						
OTU5405	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5406	k__Fungi						
OTU5407	k__Fungi						
OTU5408	k__Fungi	p__Ascomycota					
OTU5409	k__Fungi						
OTU5410	k__Fungi						
OTU5411	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU5412	k__Fungi	p__Chytridiomycota					
OTU5413	k__Fungi						
OTU5414	k__Fungi	p__Chytridiomycota					
