OTU26	Bacteria;Pseudomonadota;c__;o__;f__;g__;s__
OTU27	Eukaryota;p__;c__;o__;f__;g__;s__
OTU28	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU29	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU30	Eukaryota;p__;c__;o__;f__;g__;s__
OTU31	Eukaryota;p__;c__;o__;f__;g__;s__
OTU32	Eukaryota;p__;c__;o__;f__;g__;s__
OTU33	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU34	Eukaryota;p__;c__;o__;f__;g__;s__
OTU35	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU36	Eukaryota;p__;c__;o__;f__;g__;s__
OTU37	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU38	Eukaryota;p__;c__;o__;f__;g__;s__
OTU39	Bacteria;p__;c__;o__;f__;g__;s__
OTU40	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU41	Eukaryota;p__;c__;o__;f__;g__;s__
OTU42	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU43	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU44	Eukaryota;p__;c__;o__;f__;g__;s__
OTU45	Bacteria;p__;c__;o__;f__;g__;s__
OTU46	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU47	Bacteria;p__;c__;o__;f__;g__;s__
OTU48	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU49	Eukaryota;p__;c__;o__;f__;g__;s__
OTU50	Eukaryota;p__;c__;o__;f__;g__;s__
OTU51	Eukaryota;p__;c__;o__;f__;g__;s__
OTU52	Eukaryota;p__;c__;o__;f__;g__;s__
OTU53	Bacteria;p__;c__;o__;f__;g__;s__
OTU54	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU55	Eukaryota;p__;c__;o__;f__;g__;s__
OTU56	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU57	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU58	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU59	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU60	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU61	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU62	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU63	Eukaryota;p__;c__;o__;f__;g__;s__
OTU64	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU65	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU66	Eukaryota;p__;c__;o__;f__;g__;s__
OTU67	Eukaryota;p__;c__;o__;f__;g__;s__
OTU68	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU69	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU70	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU71	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU72	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
